CDS_NC_009800.1_335_2798_pos	CDS_NC_009800.1_335_2798_pos	100.000	820	0	0	1	820	1	820	0.0	1686	820	820
CDS_NC_009800.1_335_2798_pos	CDS_NC_009800.1_4158467_4160900_pos	30.572	821	526	17	5	812	16	805	1.94e-107	345	820	810
CDS_NC_009800.1_335_2798_pos	CDS_NC_009800.1_4263832_4265182_neg	30.149	471	288	10	3	460	6	448	6.95e-44	162	820	449
CDS_NC_009800.1_2799_3732_pos	CDS_NC_009800.1_2799_3732_pos	100.000	310	0	0	1	310	1	310	0.0	642	310	310
CDS_NC_009800.1_3732_5019_pos	CDS_NC_009800.1_3732_5019_pos	100.000	428	0	0	1	428	1	428	0.0	882	428	428
CDS_NC_009800.1_5232_5529_pos	CDS_NC_009800.1_5232_5529_pos	100.000	98	0	0	1	98	1	98	1.23e-68	197	98	98
CDS_NC_009800.1_5232_5529_pos	CDS_NC_009800.1_2542402_2542729_pos	60.294	68	27	0	4	71	2	69	1.53e-26	91.7	98	108
CDS_NC_009800.1_5681_6458_neg	CDS_NC_009800.1_5681_6458_neg	100.000	258	0	0	1	258	1	258	0.0	531	258	258
CDS_NC_009800.1_6527_7958_neg	CDS_NC_009800.1_6527_7958_neg	100.000	476	0	0	1	476	1	476	0.0	959	476	476
CDS_NC_009800.1_8236_9190_pos	CDS_NC_009800.1_8236_9190_pos	100.000	317	0	0	1	317	1	317	0.0	649	317	317
CDS_NC_009800.1_8236_9190_pos	CDS_NC_009800.1_2600572_2601523_pos	64.423	312	111	0	3	314	2	313	7.78e-151	423	317	316
CDS_NC_009800.1_9304_9892_pos	CDS_NC_009800.1_9304_9892_pos	100.000	195	0	0	1	195	1	195	1.10e-144	397	195	195
CDS_NC_009800.1_9926_10493_neg	CDS_NC_009800.1_9926_10493_neg	100.000	188	0	0	1	188	1	188	3.72e-132	365	188	188
CDS_NC_009800.1_10641_11355_neg	CDS_NC_009800.1_10641_11355_neg	100.000	237	0	0	1	237	1	237	1.63e-177	484	237	237
CDS_NC_009800.1_11380_11785_neg	CDS_NC_009800.1_11380_11785_neg	100.000	134	0	0	1	134	1	134	2.73e-98	275	134	134
CDS_NC_009800.1_12161_14078_pos	CDS_NC_009800.1_12161_14078_pos	100.000	638	0	0	1	638	1	638	0.0	1290	638	638
CDS_NC_009800.1_12161_14078_pos	CDS_NC_009800.1_2694603_2696454_neg	41.821	593	321	8	6	596	23	593	1.62e-145	433	638	616
CDS_NC_009800.1_14166_15297_pos	CDS_NC_009800.1_14166_15297_pos	100.000	376	0	0	1	376	1	376	0.0	768	376	376
CDS_NC_009800.1_14166_15297_pos	CDS_NC_009800.1_1123690_1124611_neg	34.174	357	166	8	1	348	1	297	6.10e-55	180	376	306
CDS_NC_009800.1_15559_16672_neg	CDS_NC_009800.1_2545848_2546961_neg	100.000	370	0	0	1	370	1	370	0.0	753	370	370
CDS_NC_009800.1_15559_16672_neg	CDS_NC_009800.1_644145_645258_pos	100.000	370	0	0	1	370	1	370	0.0	753	370	370
CDS_NC_009800.1_15559_16672_neg	CDS_NC_009800.1_15559_16672_neg	100.000	370	0	0	1	370	1	370	0.0	753	370	370
CDS_NC_009800.1_16749_16959_neg	CDS_NC_009800.1_16749_16959_neg	100.000	69	0	0	1	69	1	69	2.30e-46	139	69	69
CDS_NC_009800.1_17487_18654_pos	CDS_NC_009800.1_17487_18654_pos	100.000	388	0	0	1	388	1	388	0.0	759	388	388
CDS_NC_009800.1_18719_19619_pos	CDS_NC_009800.1_22206_23627_neg	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_18719_19619_pos	CDS_NC_009800.1_20628_21960_neg	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_18719_19619_pos	CDS_NC_009800.1_19657_20616_neg	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_18719_19619_pos	CDS_NC_009800.1_18719_19619_pos	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_19657_20616_neg	CDS_NC_009800.1_22206_23627_neg	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_19657_20616_neg	CDS_NC_009800.1_20628_21960_neg	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_19657_20616_neg	CDS_NC_009800.1_19657_20616_neg	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_19657_20616_neg	CDS_NC_009800.1_18719_19619_pos	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_20628_21960_neg	CDS_NC_009800.1_22206_23627_neg	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_20628_21960_neg	CDS_NC_009800.1_20628_21960_neg	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_20628_21960_neg	CDS_NC_009800.1_19657_20616_neg	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_20628_21960_neg	CDS_NC_009800.1_18719_19619_pos	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_22206_23627_neg	CDS_NC_009800.1_22206_23627_neg	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_22206_23627_neg	CDS_NC_009800.1_20628_21960_neg	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_22206_23627_neg	CDS_NC_009800.1_19657_20616_neg	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_22206_23627_neg	CDS_NC_009800.1_18719_19619_pos	100.000	299	0	0	1	299	1	299	0.0	625	299	299
CDS_NC_009800.1_24110_24374_neg	CDS_NC_009800.1_24110_24374_neg	100.000	87	0	0	1	87	1	87	4.18e-58	170	87	87
CDS_NC_009800.1_24476_24695_pos	CDS_NC_009800.1_24476_24695_pos	100.000	72	0	0	1	72	1	72	3.03e-49	146	72	72
CDS_NC_009800.1_24702_25644_pos	CDS_NC_009800.1_24702_25644_pos	100.000	313	0	0	1	313	1	313	0.0	631	313	313
CDS_NC_009800.1_25686_28503_pos	CDS_NC_009800.1_25686_28503_pos	100.000	938	0	0	1	938	1	938	0.0	1946	938	938
CDS_NC_009800.1_28502_28997_pos	CDS_NC_009800.1_28502_28997_pos	100.000	164	0	0	1	164	1	164	2.58e-119	330	164	164
CDS_NC_009800.1_29084_29534_pos	CDS_NC_009800.1_29084_29534_pos	100.000	149	0	0	1	149	1	149	3.39e-108	301	149	149
CDS_NC_009800.1_29535_30486_pos	CDS_NC_009800.1_29535_30486_pos	100.000	316	0	0	1	316	1	316	0.0	645	316	316
CDS_NC_009800.1_30551_31466_pos	CDS_NC_009800.1_30551_31466_pos	100.000	304	0	0	1	304	1	304	0.0	622	304	304
CDS_NC_009800.1_30551_31466_pos	CDS_NC_009800.1_711624_712560_neg	44.660	309	164	3	1	302	1	309	6.69e-76	232	304	311
CDS_NC_009800.1_30551_31466_pos	CDS_NC_009800.1_2296420_2297362_neg	39.735	302	171	2	5	298	6	304	2.05e-63	200	304	313
CDS_NC_009800.1_31632_32454_pos	CDS_NC_009800.1_31632_32454_pos	100.000	273	0	0	1	273	1	273	0.0	546	273	273
CDS_NC_009800.1_32909_34058_pos	CDS_NC_009800.1_32909_34058_pos	100.000	382	0	0	1	382	1	382	0.0	792	382	382
CDS_NC_009800.1_34075_37297_pos	CDS_NC_009800.1_34075_37297_pos	100.000	1073	0	0	1	1073	1	1073	0.0	2203	1073	1073
CDS_NC_009800.1_37557_37953_pos	CDS_NC_009800.1_37557_37953_pos	100.000	131	0	0	1	131	1	131	1.88e-96	270	131	131
CDS_NC_009800.1_38038_38629_neg	CDS_NC_009800.1_38038_38629_neg	100.000	196	0	0	1	196	1	196	5.43e-147	403	196	196
CDS_NC_009800.1_38038_38629_neg	CDS_NC_009800.1_1487663_1488254_pos	58.673	196	81	0	1	196	1	196	9.71e-85	246	196	196
