CDS_NC_011748.1_348_2811_pos	CDS_NC_011748.1_348_2811_pos	100.000	820	0	0	1	820	1	820	0.0	1684	820	820
CDS_NC_011748.1_348_2811_pos	CDS_NC_011748.1_4516977_4519410_pos	30.572	821	526	17	5	812	16	805	2.67e-107	345	820	810
CDS_NC_011748.1_348_2811_pos	CDS_NC_011748.1_4623976_4625326_neg	30.149	471	288	10	3	460	6	448	6.99e-44	162	820	449
CDS_NC_011748.1_2812_3745_pos	CDS_NC_011748.1_2812_3745_pos	100.000	310	0	0	1	310	1	310	0.0	642	310	310
CDS_NC_011748.1_3745_5032_pos	CDS_NC_011748.1_3745_5032_pos	100.000	428	0	0	1	428	1	428	0.0	881	428	428
CDS_NC_011748.1_5245_5542_pos	CDS_NC_011748.1_5245_5542_pos	100.000	98	0	0	1	98	1	98	1.38e-68	197	98	98
CDS_NC_011748.1_5245_5542_pos	CDS_NC_011748.1_2743379_2743706_pos	58.824	68	28	0	4	71	2	69	7.64e-26	89.7	98	108
CDS_NC_011748.1_5694_6471_neg	CDS_NC_011748.1_5694_6471_neg	100.000	258	0	0	1	258	1	258	0.0	531	258	258
CDS_NC_011748.1_6540_7971_neg	CDS_NC_011748.1_6540_7971_neg	100.000	476	0	0	1	476	1	476	0.0	958	476	476
CDS_NC_011748.1_8249_9203_pos	CDS_NC_011748.1_8249_9203_pos	100.000	317	0	0	1	317	1	317	0.0	649	317	317
CDS_NC_011748.1_8249_9203_pos	CDS_NC_011748.1_2801727_2802678_pos	64.423	312	111	0	3	314	2	313	8.71e-151	423	317	316
CDS_NC_011748.1_9317_9905_pos	CDS_NC_011748.1_9317_9905_pos	100.000	195	0	0	1	195	1	195	1.23e-144	397	195	195
CDS_NC_011748.1_9939_10506_neg	CDS_NC_011748.1_9939_10506_neg	100.000	188	0	0	1	188	1	188	4.16e-132	365	188	188
CDS_NC_011748.1_10654_11368_neg	CDS_NC_011748.1_10654_11368_neg	100.000	237	0	0	1	237	1	237	1.76e-177	484	237	237
CDS_NC_011748.1_11393_11798_neg	CDS_NC_011748.1_11393_11798_neg	100.000	134	0	0	1	134	1	134	3.05e-98	275	134	134
CDS_NC_011748.1_12174_14091_pos	CDS_NC_011748.1_12174_14091_pos	100.000	638	0	0	1	638	1	638	0.0	1290	638	638
CDS_NC_011748.1_12174_14091_pos	CDS_NC_011748.1_2880619_2882470_neg	41.990	593	320	8	6	596	23	593	9.92e-146	434	638	616
CDS_NC_011748.1_14179_15310_pos	CDS_NC_011748.1_14179_15310_pos	100.000	376	0	0	1	376	1	376	0.0	768	376	376
CDS_NC_011748.1_14179_15310_pos	CDS_NC_011748.1_1172642_1173903_pos	33.894	357	167	8	1	348	1	297	3.87e-54	178	376	306
CDS_NC_011748.1_14179_15310_pos	CDS_NC_011748.1_1171462_1172383_neg	33.894	357	167	8	1	348	1	297	3.87e-54	178	376	306
CDS_NC_011748.1_15413_15566_neg	CDS_NC_011748.1_15413_15566_neg	100.000	50	0	0	1	50	1	50	2.74e-31	99.8	50	50
CDS_NC_011748.1_15413_15566_neg	CDS_NC_011748.1_1789688_1789844_neg	80.000	50	10	0	1	50	1	50	1.95e-25	85.1	50	51
