CDS_NC_018658.1_32_1436_pos	CDS_NC_018658.1_32_1436_pos	100.000	467	0	0	1	467	1	467	0.0	968	467	467
CDS_NC_018658.1_1440_2541_pos	CDS_NC_018658.1_1440_2541_pos	100.000	366	0	0	1	366	1	366	0.0	753	366	366
CDS_NC_018658.1_2540_3614_pos	CDS_NC_018658.1_2540_3614_pos	100.000	357	0	0	1	357	1	357	0.0	736	357	357
CDS_NC_018658.1_3642_6057_pos	CDS_NC_018658.1_3642_6057_pos	100.000	804	0	0	1	804	1	804	0.0	1667	804	804
CDS_NC_018658.1_3642_6057_pos	CDS_NC_018658.1_777673_779566_pos	41.081	555	309	11	1	550	1	542	2.00e-127	392	804	630
CDS_NC_018658.1_6287_6695_pos	CDS_NC_018658.1_6287_6695_pos	100.000	135	0	0	1	135	1	135	1.09e-92	261	135	135
CDS_NC_018658.1_6809_7622_pos	CDS_NC_018658.1_6809_7622_pos	100.000	270	0	0	1	270	1	270	0.0	555	270	270
CDS_NC_018658.1_7667_8324_neg	CDS_NC_018658.1_7667_8324_neg	100.000	218	0	0	1	218	1	218	2.71e-166	454	218	218
CDS_NC_018658.1_8601_9291_pos	CDS_NC_018658.1_8601_9291_pos	100.000	229	0	0	1	229	1	229	2.49e-173	473	229	229
CDS_NC_018658.1_8601_9291_pos	CDS_NC_018658.1_5210399_5211092_pos	30.986	213	141	2	13	223	22	230	9.33e-30	108	229	230
CDS_NC_018658.1_9287_10166_pos	CDS_NC_018658.1_9287_10166_pos	100.000	292	0	0	1	292	1	292	0.0	603	292	292
CDS_NC_018658.1_10149_10767_pos	CDS_NC_018658.1_10149_10767_pos	100.000	205	0	0	1	205	1	205	1.35e-150	413	205	205
CDS_NC_018658.1_10763_11912_pos	CDS_NC_018658.1_10763_11912_pos	100.000	382	0	0	1	382	1	382	0.0	786	382	382
CDS_NC_018658.1_10763_11912_pos	CDS_NC_018658.1_2593588_2594803_pos	30.435	414	246	9	1	382	1	404	1.20e-55	185	382	404
CDS_NC_018658.1_10763_11912_pos	CDS_NC_018658.1_4985039_4986254_neg	29.710	414	249	9	1	382	1	404	3.30e-52	176	382	404
CDS_NC_018658.1_11986_13324_pos	CDS_NC_018658.1_11986_13324_pos	100.000	445	0	0	1	445	1	445	0.0	893	445	445
CDS_NC_018658.1_11986_13324_pos	CDS_NC_018658.1_1144671_1146012_pos	42.299	435	238	6	21	444	10	442	6.29e-120	355	445	450
CDS_NC_018658.1_11986_13324_pos	CDS_NC_018658.1_1143317_1144670_pos	42.299	435	238	6	21	444	10	442	6.29e-120	355	445	450
CDS_NC_018658.1_11986_13324_pos	CDS_NC_018658.1_673308_674643_pos	40.920	435	247	4	20	444	6	440	4.68e-118	350	445	444
CDS_NC_018658.1_11986_13324_pos	CDS_NC_018658.1_4983689_4984973_neg	31.422	436	276	9	16	440	1	424	4.41e-63	207	445	427
CDS_NC_018658.1_11986_13324_pos	CDS_NC_018658.1_4496147_4497509_pos	28.868	433	287	7	17	438	21	443	1.38e-55	188	445	453
CDS_NC_018658.1_11986_13324_pos	CDS_NC_018658.1_708348_709647_neg	26.829	410	283	5	29	432	8	406	2.42e-39	144	445	432
CDS_NC_018658.1_13320_14385_neg	CDS_NC_018658.1_13320_14385_neg	100.000	354	0	0	1	354	1	354	0.0	740	354	354
CDS_NC_018658.1_14485_15700_pos	CDS_NC_018658.1_14485_15700_pos	100.000	404	0	0	1	404	1	404	0.0	835	404	404
